"project","station","date","time","net_size","high_algae","high_detritus","high_silt","no_micro_tally","no_meso_tally","samp_num","tow","id_by","scope","mag","id_date","num_of_jars","num_of_vials","category","taxon","count","subsample","v1_ml","sub1_ml","v2_ml","sub2_ml","vsed_ml"
"NDFS","RD22_QC",2021-08-30,"07:10","150um",FALSE,TRUE,TRUE,TRUE,TRUE,88,NA,"BSA","wilovert","100x",2022-01-11,"1",NA,"MICROZOOPLANKTON & NAUPLII","Asplanchna",98,1,50,0.4,50,1.2,10
"NDFS","RD22_QC",2021-08-30,"07:10","150um",FALSE,TRUE,TRUE,TRUE,TRUE,88,NA,"BSA","wilovert","100x",2022-01-11,"1",NA,"MICROZOOPLANKTON & NAUPLII","Bdelloid",1,1,50,0.4,50,1.2,10
"NDFS","RD22_QC",2021-08-30,"07:10","150um",FALSE,TRUE,TRUE,TRUE,TRUE,88,NA,"BSA","wilovert","100x",2022-01-11,"1",NA,"MICROZOOPLANKTON & NAUPLII","Brachionus",36,1,50,0.4,50,1.2,10
"NDFS","RD22_QC",2021-08-30,"07:10","150um",FALSE,TRUE,TRUE,TRUE,TRUE,88,NA,"BSA","wilovert","100x",2022-01-11,"1",NA,"MICROZOOPLANKTON & NAUPLII","Cephalodella",0,0,50,0.4,50,1.2,10
"NDFS","RD22_QC",2021-08-30,"07:10","150um",FALSE,TRUE,TRUE,TRUE,TRUE,88,NA,"BSA","wilovert","100x",2022-01-11,"1",NA,"MICROZOOPLANKTON & NAUPLII","Conochilus",42,1,50,0.4,50,1.2,10
"NDFS","RD22_QC",2021-08-30,"07:10","150um",FALSE,TRUE,TRUE,TRUE,TRUE,88,NA,"BSA","wilovert","100x",2022-01-11,"1",NA,"MICROZOOPLANKTON & NAUPLII","Euchlanis",3,1,50,0.4,50,1.2,10
"NDFS","RD22_QC",2021-08-30,"07:10","150um",FALSE,TRUE,TRUE,TRUE,TRUE,88,NA,"BSA","wilovert","100x",2022-01-11,"1",NA,"MICROZOOPLANKTON & NAUPLII","Keratella",2,1,50,0.4,50,1.2,10
"NDFS","RD22_QC",2021-08-30,"07:10","150um",FALSE,TRUE,TRUE,TRUE,TRUE,88,NA,"BSA","wilovert","100x",2022-01-11,"1",NA,"MICROZOOPLANKTON & NAUPLII","Lecane",8,1,50,0.4,50,1.2,10
"NDFS","RD22_QC",2021-08-30,"07:10","150um",FALSE,TRUE,TRUE,TRUE,TRUE,88,NA,"BSA","wilovert","100x",2022-01-11,"1",NA,"MICROZOOPLANKTON & NAUPLII","Lepadella",0,0,50,0.4,50,1.2,10
"NDFS","RD22_QC",2021-08-30,"07:10","150um",FALSE,TRUE,TRUE,TRUE,TRUE,88,NA,"BSA","wilovert","100x",2022-01-11,"1",NA,"MICROZOOPLANKTON & NAUPLII","Monostyla",1,1,50,0.4,50,1.2,10
"NDFS","RD22_QC",2021-08-30,"07:10","150um",FALSE,TRUE,TRUE,TRUE,TRUE,88,NA,"BSA","wilovert","100x",2022-01-11,"1",NA,"MICROZOOPLANKTON & NAUPLII","Platyias",15,1,50,0.4,50,1.2,10
"NDFS","RD22_QC",2021-08-30,"07:10","150um",FALSE,TRUE,TRUE,TRUE,TRUE,88,NA,"BSA","wilovert","100x",2022-01-11,"1",NA,"MICROZOOPLANKTON & NAUPLII","Polyarthra",0,0,50,0.4,50,1.2,10
"NDFS","RD22_QC",2021-08-30,"07:10","150um",FALSE,TRUE,TRUE,TRUE,TRUE,88,NA,"BSA","wilovert","100x",2022-01-11,"1",NA,"MICROZOOPLANKTON & NAUPLII","Synchaeta",0,0,50,0.4,50,1.2,10
"NDFS","RD22_QC",2021-08-30,"07:10","150um",FALSE,TRUE,TRUE,TRUE,TRUE,88,NA,"BSA","wilovert","100x",2022-01-11,"1",NA,"MICROZOOPLANKTON & NAUPLII","Testudinella",0,0,50,0.4,50,1.2,10
"NDFS","RD22_QC",2021-08-30,"07:10","150um",FALSE,TRUE,TRUE,TRUE,TRUE,88,NA,"BSA","wilovert","100x",2022-01-11,"1",NA,"MICROZOOPLANKTON & NAUPLII","Trichocerca",1,1,50,0.4,50,1.2,10
"NDFS","RD22_QC",2021-08-30,"07:10","150um",FALSE,TRUE,TRUE,TRUE,TRUE,88,NA,"BSA","wilovert","100x",2022-01-11,"1",NA,"MICROZOOPLANKTON & NAUPLII","Trichotria",0,0,50,0.4,50,1.2,10
"NDFS","RD22_QC",2021-08-30,"07:10","150um",FALSE,TRUE,TRUE,TRUE,TRUE,88,NA,"BSA","wilovert","100x",2022-01-11,"1",NA,"MICROZOOPLANKTON & NAUPLII","Copepod nauplii",193,1,50,0.4,50,1.2,10
"NDFS","RD22_QC",2021-08-30,"07:10","150um",FALSE,TRUE,TRUE,TRUE,TRUE,88,NA,"BSA","wilovert","100x",2022-01-11,"1",NA,"MICROZOOPLANKTON & NAUPLII","Ostracods",1,1,50,0.4,50,1.2,10
"NDFS","RD22_QC",2021-08-30,"07:10","150um",FALSE,TRUE,TRUE,TRUE,TRUE,88,NA,"BSA","wilovert","100x",2022-01-11,"1",NA,"MICROZOOPLANKTON & NAUPLII","Collotheca",13,1,50,0.4,50,1.2,10
"NDFS","RD22_QC",2021-08-30,"07:10","150um",FALSE,TRUE,TRUE,TRUE,TRUE,88,NA,"BSA","wilovert","100x",2022-01-11,"1",NA,"MICROZOOPLANKTON & NAUPLII","Sinantherina",12,1,50,0.4,50,1.2,10
"NDFS","RD22_QC",2021-08-30,"07:10","150um",FALSE,TRUE,TRUE,TRUE,TRUE,88,NA,"BSA","wilovert","100x",2022-01-11,"1",NA,"CYCLOPOIDS","Acanthocyclops vernalis adult",0,0,50,0.4,50,1.2,10
"NDFS","RD22_QC",2021-08-30,"07:10","150um",FALSE,TRUE,TRUE,TRUE,TRUE,88,NA,"BSA","wilovert","100x",2022-01-11,"1",NA,"CYCLOPOIDS","Acanthocyclops vernalis copepodid",0,0,50,0.4,50,1.2,10
"NDFS","RD22_QC",2021-08-30,"07:10","150um",FALSE,TRUE,TRUE,TRUE,TRUE,88,NA,"BSA","wilovert","100x",2022-01-11,"1",NA,"CYCLOPOIDS","Cyclopoid adult",0,0,50,0.4,50,1.2,10
"NDFS","RD22_QC",2021-08-30,"07:10","150um",FALSE,TRUE,TRUE,TRUE,TRUE,88,NA,"BSA","wilovert","100x",2022-01-11,"1",NA,"CYCLOPOIDS","Cyclopoid copepodid",2,1,50,0.4,50,1.2,10
